review,sentiment
like bad film thing steaming heap shaky cameraman horrible sound devastating acting waste second pile fifth grader could made better film first grader could written better script want real synopsis ugly chick neon bikini dancing way long disjointed plot made worse hideous acting location set even passable church scene take place dance studio oh yeah two tap dance number come blue br br oh total number naked breast even saved film add one trash heap,0
day people watch classic movie friend watch movie present thats kinda stingy br br old movie like masterpiece unique way back movie thought made thats idea fresh people strain think new idea br br anyway movie true fan classic horror movie based investigator scotland yard investigating disappearance movie actor stumble three strange occurrence past resident house br br say anymore ruin movie already terrific movie old would never mind watching,1
best emma existence opinion seen version also good read book think safely say confidence true interpretation faithful jane austen masterpiece movie g paltrow good almost like different story altogether light fluffy see darker edge character want pleasant movie one would fine intricacy plot point churchill fairfax entanglement much glossed virtually non existent want character fleshed bit real multidimensional tv version superior emma remarkable person flawed kate beckinsale masterful showing little quirk character see look casually disgusted simple conversation harriet smith yet show remorse ruined harriet proposal action effect ruining marital happiness ending see narcissism mirror frank churchill would harm others achieve aim emma playing matchmaker new friend away time suffered loss governess marriage frank churchill securing promise woman love treating others abominably keep secret book realizes crushing awakening blunder made kate beckinsale gyneth paltrow convincing remorse paltrow childlike stagnant beckinsale awakening rather real serious see transition child like selfish behavior kind thoughtful adult version good prefer one,1
one question first premise funny engaging use taped interview take audio animate ite animal speaking part first interview funny entertaining begin even sure would lot entertaining viewed originally without turned cartoon add hilarity turned cbs monday night sitcom line become regular way relax stressful monday workday found course sitcom line would rerun anyway summer seeing episode would entertaining tried give cc chance really started figured well maybe funny nope kept going long half hour br br almost see purpose interview shown entirety point one line clip cut pasted together really quick like horrible dreadful version cartoon network robot chicken fan cbs cancelled sitcom class one half hour line would struggle came deciding whole season three episode creature let say take class considering couple hour since aired come see first comment guess good sign nobody watched last much longer cartoon roadkill,0
nice see julie andrew trying straight dramatic role something done awhile character judith wise try pas judy old refined manner tomboyish hairstyle yore andrew enacts grown actress would interpret frigid surprisingly bland drama set barbados involving omar sharif liveliest leading man around even hoping make andrew spy also slowly leading proverbial bedroom unmemorable outing camp value james bond like credit beginning cheesy hoot julie quiet contemplative much audience film blake edward pace freakin thing like funeral,0
one worst thing film studio exploit tragedy others commercializing shock gore factor order sell ticket able buy birch new diamond necklace another worst thing totally misrepresent true fact incredible saga fabricating event dialog image director liking lastly one worst thing film studio use bottom barrel actor shoot sound stage rented fifty cent day three travesty maker film guilty hand worst movie ever seen seen thousand score good waste celluloid filmmaker ashamed making ashamed negatively exploiting hero story people experienced tragedy firsthand living dead,0
movie truly show farce hypocrisy indian society try show one side story side story hidden emotional mental abuse indian child movie show br br indian parent culpable following destroying individuality child making completely dependent parent early age child grow adult physical look remain child mind since everything provided great indian parent child automatically feel need work hard something learn basic human communication human being apart parent br br b show many indian parent try prevent kid making friend going prevent anything start making grow adult br br reason selfishness indian parent expect child take care grow old saving reach age cry loud grown old dependent child since done great service bringing world taking care making intellectually weak br br indian parent age dilapidated body health financially completely insecure feel absolutely need take care since expect kid take care br br west opposite happens people start planning age retirement retire financially secure br br indian parent nothing sort since like said brought kid world better investment br br victim indian parent sure countless indian kid like grown physically still struggling life continue pestering year old cry loud help time br br movie show one side story utter piece junk,0
repugnant bronson thriller unfortunately technically good gave utterly vile would inconceivable call entertainment far disturbing typical slasher film,0
start guy indian pot cleaning suddenly skeletor attack hit woman neck axe fall get apparently uninjured run wood turn basement shopping center wood meet utility worker skeletor attack luckily like good utility worker got gun shoot guy work everything start fire br br cut people walking wood even though hiking together time sit introduce probably done first met anyhow undercover delta team member undercover suppose way pay dress uniform cute girl various thing sniper school instructor oh remember rest matter eventually take gun immediately start aiming various thing anyhow meet old indian sitting wood want bean know like pork bean mumble stuff assume premise movie relied heard premise commercial really understand anything say br br walk around wood dialogue load quasi military macho b mean every single word like reminds kabul reminds lao skeletor attack let give rundown basic attack one female character crouched behind tree aim gun approaching guy horse reason fire yell several time someone else skeletor approach jump behind tree skeletor stick spear everybody start shooting bullet cause spark fly tree apparently folk made movie never shot tree bullet make spark br br casper van diem sudden driving semi truck trying run skeletor miss truck slide stop van diem injured apparently slid across seat bumped hip window crank something crawl truck explodes later wood dying everybody say bunch quasi military macho b meet couple guy wood blow undercover status immediately identifying army beat guy reason go away br br stuff happens people mumble camera shake etc br br think come end eventually br br theory sci fi channel getting little annoyed everyone bashing movie put remind u bad movie really like think movie bad well seen bad bad okay got way rest movie pretty good comparison right br br well theory,0
certain genius behind movie laughing throughout scene phone sex office discussing love heals doppelganger nice attempt genius humor execution poor see writer message talent doppelganger split end like ok quite expecting let see movie say certainly ridiculous sweet idea actually coherent story strange way br br point movie logical entertaining communicate emotional level easily bored many movie one kept interest throughout br br think story may auto biographical root guess horribly bad good looking movie person may done experience,1
ok first steve irwin rest peace loved many fan movie movie crocodile hunter tv program bad acting bad script bad directing steve capturing teaching u animal entertaining animal seeker specialist million miss whole movie idea big mistake plot broken almost non existent casting horrible acting even worth elementary school level actor direction must faulted well get half way decent performance actor matter bad script must good first place could written better script wish never see movie course watched son friend insisted upon seeing instead scooby doo live action son discriminating liked movie alright still never asked see want fond memory steve irwin buy series dvd avoid movie like plague steve know want remembered movie respect avoid movie,0
refreshing watch beautiful movie director maintained focus main subject without venturing side plot doctor family story hospital patient typical bollywood assembly line product kept narrative simple comprehend made sure actor true character supposed portray rustic way grandfather clinic cold unemotional behavior surgeon zeal social worker gave movie feel genuineness also glad director fall temptation adding song special effect reduce level anand safar couple scene toward end movie boy visiting blind child blind worker workplace also final scene boy clap sound splashing bird chirping sure make eye misty br br many bollywood player realize oscar committee member value simplicity subject genuineness brevity movie glitz glamor shwaas certainly better nomination lagaan dealt subject already beaten death mpaa member willingly going suffer hour jingoistic drama lot song dance br br look forward movie director sandeep sawant future,1
south african living south africa year stay uk sorry say movie huge disappointment three main problem movie swank ejiofor american nigerian play lead country bursting talent need import b gillian slovo trading struggle credential year mediocre writer even novel stand flaccid direction mr hooper c hilary swank great actor proved million dollar baby eastwood dressed contemporary new york style whilst roaming freely around poverty karoo consideration sensitivity needed costumer director yes film ultimately moving could overall mood conclusion one tremendous letdown heart right place need pace maker,0
bliep movie fiend better script nice movie done till end thought okay going back past part barf corny waiting fairy god mother appear wow happen good br br loved big tom hank see movie new form another kid wished older bigger pasé br br watch till come tv get wrong,0
reading many review know movie people watching clearly one saw br br movie horrible acting primarily moore terrible woman cannot act nice tit act point come across actual character instead spoiled hollywood actress go beach play make believe boy br br movie ultimately hollywood make believe training sequence top politics top political correctness top combat scene guessed top mission get get without detected shoot many round make much noise possible course oh g jane wing man anytime br br premise good soon hollywood get hold end top gun tit br br expected commercial u film anymore much guess,0
incarcerated train robber near yuma break free chain gang head retired sheriff responsible killing wife well hidden stash gold remains hidden thanks screenwriter attempt bring western genre date style violence brutality even league new fangled western came late impossibly simple square female character merely around punching bag possible rape victim former sheriff back command charlton heston give one laziest least inspired performance ever one good moment attempting read letter fumbling glass james coburn half mad half breed pretty much auto pilot well coburn way turning even hoariest dialogue situation something prickly unnerving show way,0
rarely make comment felt compelled spare others pain endured watching movie stupid implausible overall story detail simply suspend disbelief problem start early see government researcher tooling around new porsche dining team restaraunt look like castle overlooking capitol building washington c kind life government salary hah get worse toward end bad guy start killing good guy latter group act stupidly want die order cleanse gene pool special effect pretty good producer money buy lead actor great film screenplay direction moronic many people wondered whether deliberate intelligence behind paul verhoeven previous facially stupid movie showgirl starship trooper movie stop wondering plain bad,0
start fairly well quite disturbing quickly sink annoying mess br br dee snider twisted sister infamy apparently penned screenplay idea idea cyber stalking pierce freak potential really blow uneven pacing bad dialogue one greatest non ending ever see despite lifeless performance director manages genuinely creepy first reel really look like going good low budget effort br br luck plot go map snider character relentlessly spit tiresome psychotic fortune cookie line supposed pas meaningful dialogue worse supporting cast barely register halfway believable dialogue come young girl help detective navigate internet br br waste great idea oh new twisted sister song care,0
second time stopped video dvd part way br br willing give film benefit doubt first even though managed shallow clichéd stupid joyless plodding pretentious br br like school special directed weird grade nine kid think nobody understands creepy sad voice narration deluded adolescent would consider poetry singing really poor child suffering br br enough already especially morphed brazen clumsy insulting clockwork orange ripoff mention singing br br worst film ever seen certainly one felt least compelled sit recommend anyone,0
like title thread say impression got movie marlee matlin character always angry cynical pathetic character first date william hurt character dancing dumb tried finish watching movie four time four time fell asleep would keep watching movie one intention beat problem insomnia put sleep sweet dream,0
agree columbo fan movie unnecessary change format columbo unique cop unorthodox police method movie look like remake ordinary detective drama past disturbing point columbo ordinary detective br br two part film left intriguing first figure title movie misleading maybe better title would vanishing bride something similar second columbo hide piece evidence without offering reason viewer least br br feel betrayed disappointed glad peter falk went back usual columbo br br,0
enjoyable fast paced br br way earth actor playing mat could eighteen however main thing act eighteen convincingly must credit audition convinced cast quite soon accepted naive young country boy br br best performance others also engaging particular interplay policeman natural well balanced worked well br br minute long plot complex key style whole thing slick vibrant backdrop atmospheric especially fact colour extremely rich gangland identifiable foreign audience still manages distinctly australian,0
darr great movie shahrukh play obsessed lover almost anything win lady case juhi chawla little juhi know film shahrukh major crush constantly stalking admit thing movie pretty creepy like threatening phone call never life forget line love k k k kiran br br bad shahrukh juhi exactly together film juhi sunny make fairly good couple movie though shahrukh role pretty psychotic still think great job playing possibly imagine anyone else role wonder got award darr br br juhi say look especially amazing film always look amazing film darr give public wonderful image br br music excellent especially jaadu teri nazar one time favorite song also thought tu mere samne quite nice also br br must see everyone overall darr deserves,1
plot film contains hole could drive massive truck reckon always top priority horror two elderly sister rural england keep brother cellar since year escaped started killing spree focusing military homed nearby thought best keep repeating  strangely  army officer love woman doubt sincerity even though men died know whether find revelation near end suspenseful tedious way film reminded arsenic old lace black comedy classic two half insane sibling mother goofy younger brother well yet killing old lady beast cellar mean less crazy though horror early film amateurish cheap neat attempt build tension many old lady talk good ol day though rarely something seek horror film appealing title flora robson may recognized classic film buff play one sister gave image queen england legendary errol flynn swashbuckler film sea hawk,0
disney bill paxton fine job conveying story based fact like game golf appreciate story one man struggle overcome odds could based sport simply situation involves competition though one happens related golf problem story would liked see bit deeper main character esp mr ouimet mr francis ouimet typical young man time turn century america class line well delineated woe anyone deigns try rise class standing bit historical research biggest question indeed answered satisfaction although circumstance bit different portrayed film came away feeling content thoroughly enjoyed movie believe,1
frank probably best version book sound movie version jazz singer version really silent movie despite build first talkie br br danny thomas great comedian sings well jewish stuff feeling peggy lee great film always entertaining allan joslyn entertaining could done without one question since cantor live luxurious house,1
caution several spoiler br br someday somewhere going post apocalyptic movie made stink unfortunately postman movie though give credit trying br br kevin costner play somebody credited postman actually postman wanderer mule wasteland western america devastated unspecified catastrophe trade isolated village performing shakespeare suddenly pack bandit called holnists self declared warlord west descend upon village costner visiting evil leader gen bethlehem patton draft costner much misery numerous effort break costner spirit escape thus ending lengthy section movie could told better three minute flashback br br finally get major premise escaped costner find abandoned mail truck delivers letter nearest town hoping get food pretense postman number village people led young ford larenz tate want get postman act sit well bethlehem bandit costner find unwitting unwilling leader band postman war holnists br br idea postman versus bad guy ridiculous sound holnists depend livelihood fact village prey isolated one another holnists destroy one village could stand victim united unite village must communicate one another working mail system would thus big step toward putting holnists business really make lot sense bethlehem would get medieval heroic mail carrier unfortunately bethlehem eventual defeat result village uniting instead old standby cliche one one brawl costner even real attempt community use mail work together solve problem mail seems standard hi aunt debbie stuff played maximum sentimental value br br postman one predictable movie shot shot ever seen purposely try ruin movie straining figure going happen next talking kind predictability requires effort knew going happen next whether wanted know lion prominently showcased eating people holnist bandit seeking escaped costner venture bush noise shocked lion eats bunch unoffending villager rounded shot firing squad one villager sings famous last word right shot immense lack surprise covered statue unveiled show exactly everyone knew going costner bending pick letter cutesy kid saw earlier movie man tell bethlehem sir take wife bethlehem run unsuspecting sod though person theater unsuspecting br br rank cloying sentimentality really undoes postman olivia williams playing costner lover abby worst served pours heart material give best effort make sound natural sincere try hard heart breaking nobody could ever made line gift postman give hope like candy pocket sound like anything syrupy pap another example scene mounted costner thunder past little boy ignoring proffered letter turn around stare seems like five minute thunder back pick letter costner pick first time real reason artifice try fails give u feeling elation dashing kid hope restoring br br schmaltz predictability unite end statue postman revealed sat thinking please tell going show statue cut back scene cutesy kid surely saccharine obvious even movie ala music swelled indeed cut back dreaded little boy smiling letter maiden aunt whisked away held head hand thought somebody shoot felt like thirty pound apple pie rammed throat br br gen bethlehem humanized villain normal standard issue post apocalyptic villain meanest toughest b valley bethlehem shown little nothing man inside try make feel important beating others although menace thereby sacrificed bethlehem credible way villain unfortunately patton overacts although told early bethlehem utterly destroyed last challenger five second hand hand combat bethlehem actual fighting skill shown end movie absolutely ludicrous br br acting otherwise pretty good costner done better razzie overreaction mentioned olivia williams impressive larenz tate ford sincere credible job james newton howard score competent though short epic standard movie going enough save film br br rating,0
terrible film sucked terrible know say film dinocrap stole reviewer nail as ahahahahahhahahahahahahahahahhahahahahahahah sigh roger corman hate god awful movie well really expect movie homoeric computer graphic another thing cgi sucked loud hate movie dreadfully without doubt worst roger corman b movie probably gayest b movie dinocrap sorry must offended nerd moment awful movie,0
gently amusing coming age comedy come later mature period neil simon writing although plenty wisecrack go around one neil simon piece every character spout one liner joke hour like guest star bob hope special also dramatic element work overkill lend weight story br br performance good across board especially blythe danner mother although judith ivey oddly wasp ish choice play jewish woman never fan jonathan silverman say hit right note obnoxious gawky totally horned teen age narrator protagonist story br br movie similar tone woody allen radio day latter far imaginative funny one,1
say worst movie ever watched life cannot believe wasted blockbuster movie burned ever thought issue ever actually spent money make movie insane movie terrible actor scene make absolutely sense well whole movie make sense also part men come diner department national security happened worst part film dare say frank sinatra name vain also glass guy girl car drink water totally tell even drinking also freaky dinner guy everyone know stab tire slash,0
saw movie first came teenager time saw girl friend later became wife remember movie made feel possible beat odds cinematography well done memory serf correctly boy little much girl character interesting thought romantic might intro first time girlfriend seen movie since wander gone wayside would love watch see good remember elton john sound track excellent,1
someone teach people made movie difference presenting multiple twist screwing audience even use hypnosis tool cover plot hole whenever find way scene say regressing past snapping think explains everything movie dishonest cheat last minute becomes full blown fiasco,0
cannot get past message movie laid much clearly ignore obscene lost sense read novel pollack film open scene cia front organization new york broken two professional assassin headed max von sydow proceed brutally slaughter half dozen quirky staff member come know understand staff include elderly female receptionist fussy elderly professorial guy toupee fall machine gunned joke last beautiful tina chen look copier realizes murdered say pitifully brave scream von sydow reply sympathetically know murder completely unexpected savage unmotivated anything aware graphic brutal scene br br absolutely way von sydow henchman redeemed yet exactly pollack try towards end br br killed innocent good guy von sydow switch side side willing pay assassinates evil mastermind behind complicated intramural cia plot script turn perfectly reasonable sensitive human better live europe thing rushed whatever swear making pollack want u believe better honest mass murderer crooked bureaucrat message write case forget exactly kind psychiatric shamble order turn ordinary value mention common sense upside like understand thoughtful adult dislike government united state even hate see conspiracy everywhere providing knee jerk explanation otherwise unexplainable event know people think way exist number among closer friend nevertheless point dislike hatred increase intensity must pas beyond politics ethic realm psychiatric moment believe man murder people money better sinister government official care suave cultured murderer whether know reach louvre metro whoever purveying message need either medication meditation br br like able argue production thoroughly rotten message quite well done way worse make film less dismissable even new york city look photogenic screen long time since thought new york photogenic robert redford admirable job projecting character initial shock confusion turn telecommunicational semi genius man look fine wardrobe right even rimless glass becoming peacoat everyone make navy pea jacket look glamorous seems extremely handsome swine want look like want wear denim shirt tie panache faye dunaway alright role believable role would anybody eagerly sleep guy kidnapped holding gunpoint even look like redford would anyone emotionally wounded ambivalent relationship end redford asked tell anybody happened cliff robertson surprisingly good one two extremely good double take mailman superb fight redford crowded apartment exquisitely choreographed really know sure turn redford book reader seems mismatched brute cunning hired assassin one john housemann final role shame magnet screen end life friend find lost wandering street new york neighborhood familiar life br br yes movie well executed ignore vicious paranoid message problem leni riefenstahl triumph olympic documentary announcer watching foot race jesse owen pulling lead say ominously negro dangerous,0
read somewhere fairly panning review something live action mecha anime think right line first watched movie young dying see finally recently memory came flooding back think taken seriously bit good old almost tv movie fun set backdrop fairly dark future although point stressed much admired movie dialogue sound generic clichés predictable line good fun maybe time kind little movie still find appreciation mean perfect entertaining try anything let nerd comic store guy worry technicality care see make decision one else opinion matter,1
sure point making film looked made historical society shown local pistol pete museum first appears could beginning mad tv snl sketch joke punchline realize someone taking seriously story bad inclusion sas member seemed ploy worked get see film swear trailer listed every character film dead cowboy reason western fun atmosphere character brings feeling watching civil war rean actor dressed cowboy even worth digital video recorded,0
usa movie like take nap long hot sunday afternoon feel great close eye let worry drift away soon lost one intense lucid dream know dreaming still wake want go flow soon kind weird alice wonderland story complete character think could dream telling kind crazy stuff war peace taking trip past even future br br dream start get heavier feel like going path control maybe want wake try open eye destruction sadness confusion scary voice telling could truth could lie seeing image flicker change get clear even want see brain creating br br finally lost myth world realize end come end world end dream wake next br br maybe write dream know dream like happen often better pay attention br br maybe crack beer forget whole thing bad idea forget,1
film mildly entertaining one neglect acknowledge numerous incongruity plot sheer lack believability bruce willis jackal never seems live reputation cunning mastermind underworld instead bumbles broad daylight parading mishmash shoddy disguise man never captured even identified beyond audience impressed cleverness daring considering price demand service exorbitant million method decidedly low budget stupid br br pursuit least ridiculous behavior show sense expertise instead relying half baked conjecture sends traversing across country whim incredibly far fetched guess maybe bought boat maybe chicago etc etc invariably lead straight jackal yet escape clumsy grasp br br richard gere whose irish accent fade like distant radio station play inexplicable role imprisoned convict released jail work alongside fbi actually make compatible partner mean amateurish inept professional pal one point actually confronts infamous jackal unfortunately fbi although trust enough leave sight fail equip weapon mean communication kind operation running br br film also appears overly reliant gruesome violence entirely superfluous provides suspense whatsoever supposedly stealthy jackal act like demented senseless serial killer eliminating people sport writing victim cheek blood br br film action scene predictable unrealistic many moment ruined melodrama movie poorly executed many level one bright spot ever consistent sidney poitier avoid movie mood think watch br br,0
see c thomas howell appeared many movie since heyday accomplished young actor br br bought dvd cheap part internet related plot see much older c thomas howell recall seeing movie since br br word big disappointment give low budget movie chance one started lame within first minute movie elusive woman chatting asian guy chatroom basically stimulate chat insists meeting participant person meet sex tie murder cold blood plot deteriorates br br plot thin flimsy acting stiff bother renting much less purchasing even dvd bin plan take copy dvd goodwill truly amazed prior reviewer gave movie bad rating,0
mario fan long remember fond memory playing super mario world kid game brought back many memory adding something new super mario galaxy latest installment amazing mario franchise much different game mario still keeping intact greatest element mario first noticeable difference story take place space br br story begin much like mario game mario receives letter princess peach inviting celebration castle mushroom kingdom upon arriving peach castle mario find bowser son bowser jr attacking castle airship bowser kidnaps princess peach lift castle space midst castle lifted space mario fall land unknown planet mario found talking star named luma taken back luma home floating space station mario meet many lumas also meet leader woman named rosalina rosalina tell mario bowser taken away space station power star scattered across universe mario help lumas find save peach thus adventure begin br br way play game flying space station galaxy galaxy consists multiple planet mario travel amongst level via shooting star retrieve power star mario many time walk way around planet without losing gravity planet small others big many planet similar classic mario environment best thing game control stuff like jumping still wiimote used many unique way game shake remote mario perform spin used primary attack game well activate shooting star also point remote screen use pointer fire star bit enemy object environment graphic far best graphic wii hard describe great game look could probably almost say look good game br br minor gripe going upside effect take getting used also story pretty weak worst part lose life turn game matter many last quit restart life still minor problem aside superb game highly entertaining challenging type game waiting wii br br perfect,1
indeed amazing adaption missed first episode unfortunately missed bonding character smooth flow storyline soon watched second third instalment blown away ordered dvd less week later unable wait come went straight brought book moment opened hooked put decided finish whole book dare watch dvd preferred book got inside character mind could understand totally coming role within story missed lot adaption disappointing book master piece think could done superbly able stretch longer period time considering able fitted hour slot think done excellent followed main twisted storyline brilliantly actor enrolled main character amazing love making scene pure beautiful tender loving showed natural homosexual love totally blown away book tv adaption loved sarah water previous novel also found tipping velvet adaption quite enjoyable read watched fingersmith knew none previous novel adaption could beat sarah water indeed exceeded time recommend watch adaption tipping velvet thing let put one fingersmith whole new ball game beautiful yet dark twisted story love greed betrayal br br must see,1
think movie like would released today take time present depth character plot full twist turn keep edge seat br br film interesting study family deal grief language healing coming tremendous loss leaf u mute rely raw emotion instead grief without reason patience anger even hate unfortunately lead character young boy accidently shoot kill brother hunting film given fair share eventually leaf move grandfather wilford brimley make clear accident got impression young man knew heart needed hear word parent receive forgiveness br br loved film lack dialog tremendous emphasis physical reaction facial expression slower pace film allows really watch reaction actor something get alot today film br br,1
first talking picture returned oblivion hear see autumn edison lab complex west orange new jersey thomas edison associate william dickson tried combine two existing technology phonograph kinetoscope record sound image together event dickson unable synchronise playback sound image experimental film never released paying audience consequently unlike many silent film dickson made edison time official title silent image recorded fps library congress year known film historian mute curiosity also known soundtrack recorded one crude wax cylinder languishing edison national historic site although nobody knew one br br changed recently curator located wax cylinder broken several piece reassembled playback obtained sound digitised hollywood veteran soundtrack editor walter murch cleaned background noise tweaked digitisation make synch film image murch digitally compressed fps sound image synchronised last br br film begin offscreen man voice calling rest fellow ready go ahead unseen speaker remains unidentified probably dickson assistant fred ott screen dickson play violin immense funnel mounted tripod one edison sound recording device alongside full view camera two male lab assistant embrace quick ballroom dancing tempo dickson music br br film last barely second long enough u marvel crude technology provoked laughter sight two men waltzing arm speaking warning well known extremely inaccurate reference book celluloid closet late vito russo includes frame enlargement movie identifies gay brother incorrect gay brother entirely different movie made dickson edison lab period gay brother never soundtrack brief fiction film two brother gay sense russo meant deceased mr russo reason wanted u perceive dickson experimental sound film arguably first movie musical artefact th century homoeroticism hmm gay men musical sorry content br br vitally important film deserves rating often maintained lost movie ever considered irretrievable unless deliberately destroyed delighted report film finally available audience producer intended century filmed,1
